date,number_of_strikes,center_point_geom
2017-05-14,3802,POINT(-98.2 25.1)
2017-05-14,4052,POINT(-114.6 42.1)
2017-05-14,1381,POINT(-122.1 29.7)
2017-05-14,330,POINT(-110.2 28.1)
2017-05-14,4664,POINT(-116.4 33.1)
2017-05-14,4069,POINT(-91.5 43.5)
2017-05-14,1141,POINT(-113.9 27.6)
2017-05-15,2588,POINT(-122.7 30.5)
2017-05-15,4052,POINT(-122.8 25.2)
2017-05-15,3377,POINT(-75.1 48.2)
2017-05-15,827,POINT(-89.5 39.2)
2017-05-15,21,POINT(-103.5 42.3)
2017-05-15,204,POINT(-71.3 40.6)
2017-05-15,2547,POINT(-120.8 28.5)
2017-05-15,2852,POINT(-66.2 39.3)
2017-05-15,2239,POINT(-88.0 28.2)
2017-05-15,3019,POINT(-114.0 34.6)
2017-05-16,4761,POINT(-84.3 38.7)
2017-05-16,2087,POINT(-79.2 38.4)
2017-05-16,3877,POINT(-99.2 27.9)
2017-05-16,4883,POINT(-73.3 25.8)
2017-05-16,453,POINT(-116.0 44.2)
2017-05-16,307,POINT(-108.3 42.4)
2017-05-16,4913,POINT(-119.4 27.0)
2017-05-16,854,POINT(-112.3 28.1)
2017-05-16,1025,POINT(-110.7 46.4)
2017-05-16,1394,POINT(-69.9 43.5)
2017-05-17,1407,POINT(-120.3 48.9)
2017-05-17,563,POINT(-99.4 31.1)
2017-05-17,2360,POINT(-93.1 36.7)
2017-05-17,4526,POINT(-71.1 30.7)
2017-05-17,1279,POINT(-65.1 39.9)
2017-05-17,1270,POINT(-79.8 27.8)
2017-05-17,194,POINT(-66.8 28.1)
2017-05-17,4573,POINT(-77.8 26.7)
2017-05-17,2420,POINT(-67.2 41.6)
2017-05-17,4441,POINT(-82.6 36.9)
2017-05-18,2219,POINT(-120.2 39.8)
2017-05-18,3682,POINT(-100.9 46.1)
2017-05-18,4693,POINT(-86.2 42.8)
2017-05-18,1891,POINT(-104.0 36.1)
2017-05-18,4306,POINT(-108.6 48.6)
2017-05-18,531,POINT(-90.4 36.0)
2017-05-18,1897,POINT(-69.0 27.7)
2017-05-18,2562,POINT(-122.9 48.8)
2017-05-18,3819,POINT(-78.8 25.5)
2017-05-18,4893,POINT(-81.6 38.2)
2017-05-19,4165,POINT(-67.2 32.4)
2017-05-19,4683,POINT(-69.2 37.1)
2017-05-19,4426,POINT(-79.3 38.4)
2017-05-19,3489,POINT(-93.8 30.8)
2017-05-19,1419,POINT(-112.7 38.4)
2017-05-19,1704,POINT(-92.3 43.1)
2017-05-19,4674,POINT(-79.1 31.4)
2017-05-19,536,POINT(-71.3 34.2)
2017-05-19,2670,POINT(-77.6 31.4)
2017-05-19,2182,POINT(-113.3 44.7)
2017-05-20,4976,POINT(-89.0 42.4)
2017-05-20,289,POINT(-105.1 45.9)
2017-05-20,2974,POINT(-124.4 29.1)
2017-05-20,3987,POINT(-113.0 26.8)
2017-05-20,2679,POINT(-118.2 27.9)
2017-05-20,2903,POINT(-74.4 28.9)
2017-05-20,1761,POINT(-109.5 37.8)
2017-05-20,3991,POINT(-107.9 48.3)
2017-05-20,4779,POINT(-67.4 33.6)
2017-05-20,2371,POINT(-102.3 48.0)
2017-05-21,4437,POINT(-124.4 25.9)
2017-05-21,4141,POINT(-108.0 47.2)
2017-05-21,1718,POINT(-117.8 29.3)
2017-05-21,2696,POINT(-118.8 46.9)
2017-05-21,2905,POINT(-120.4 26.3)
2017-05-21,4545,POINT(-89.4 47.8)
2017-05-21,2786,POINT(-113.6 29.8)
2017-05-21,1129,POINT(-103.3 32.3)
2017-05-21,2998,POINT(-73.3 36.8)
2017-05-21,4269,POINT(-99.5 34.1)
2017-05-22,4253,POINT(-70.1 41.0)
2017-05-22,204,POINT(-95.1 48.4)
2017-05-22,672,POINT(-101.1 39.6)
2017-05-22,489,POINT(-80.0 42.3)
2017-05-22,4228,POINT(-120.6 27.1)
2017-05-22,1433,POINT(-119.6 40.1)
2017-05-22,2718,POINT(-85.9 35.9)
2017-05-22,3185,POINT(-95.8 46.3)
2017-05-22,3824,POINT(-77.6 34.3)
2017-05-22,2024,POINT(-70.0 41.3)
2017-05-23,3799,POINT(-101.7 30.5)
2017-05-23,4815,POINT(-89.2 31.2)
2017-05-23,2453,POINT(-95.0 34.0)
2017-05-23,921,POINT(-66.1 32.3)
2017-05-23,3223,POINT(-75.1 31.1)
2017-05-23,2374,POINT(-70.3 26.2)
2017-05-23,3639,POINT(-109.7 45.1)
2017-05-23,3482,POINT(-78.6 26.5)
2017-05-23,690,POINT(-109.1 46.3)
2017-05-23,4661,POINT(-112.5 28.0)
2017-05-24,619,POINT(-68.3 26.6)
2017-05-24,2166,POINT(-123.8 38.5)
2017-05-24,3876,POINT(-67.1 37.1)
2017-05-24,381,POINT(-116.0 36.8)
2017-05-24,625,POINT(-75.8 38.8)
2017-05-24,2263,POINT(-108.4 31.9)
2017-05-24,4952,POINT(-104.0 40.9)
2017-05-24,4148,POINT(-112.0 37.1)
2017-05-24,874,POINT(-89.9 33.0)
2017-05-24,1278,POINT(-104.1 44.8)
2017-05-25,794,POINT(-85.6 42.5)
2017-05-25,4581,POINT(-124.1 34.4)
2017-05-25,4188,POINT(-121.1 45.3)
2017-05-25,2247,POINT(-119.0 47.1)
2017-05-25,4064,POINT(-99.9 37.9)
2017-05-25,4905,POINT(-76.1 30.2)
2017-05-25,945,POINT(-71.7 47.0)
2017-05-25,3990,POINT(-110.3 29.5)
2017-05-25,2348,POINT(-90.5 26.2)
2017-05-25,335,POINT(-78.9 32.9)
2017-05-26,1544,POINT(-107.7 42.4)
2017-05-26,3490,POINT(-100.5 47.2)
2017-05-26,3871,POINT(-93.6 40.3)
2017-05-26,1995,POINT(-116.9 47.8)
2017-05-26,4942,POINT(-123.4 27.2)
2017-05-26,4613,POINT(-115.8 26.5)
2017-05-26,2788,POINT(-87.4 39.5)
2017-05-26,1280,POINT(-120.6 48.2)
2017-05-26,650,POINT(-113.6 37.1)
2017-05-26,4713,POINT(-104.7 26.2)
2017-05-27,4088,POINT(-120.3 30.3)
2017-05-27,4671,POINT(-113.5 30.9)
2017-05-27,1377,POINT(-70.3 33.1)
2017-05-27,4052,POINT(-123.8 26.0)
2017-05-27,2585,POINT(-85.8 46.7)
2017-05-27,3613,POINT(-101.9 37.4)
2017-05-27,1591,POINT(-84.6 41.1)
2017-05-27,1996,POINT(-89.7 26.6)
2017-05-27,2250,POINT(-111.6 26.3)
2017-05-27,3976,POINT(-74.2 39.1)
2017-05-28,2115,POINT(-95.5 46.3)
2017-05-28,138,POINT(-75.6 37.7)
2017-05-28,4811,POINT(-100.6 46.1)
2017-05-28,4006,POINT(-65.9 44.5)
2017-05-28,861,POINT(-78.8 26.8)
2017-05-28,4113,POINT(-67.0 29.8)
2017-05-28,2086,POINT(-94.1 40.8)
2017-05-28,3004,POINT(-96.6 35.6)
2017-05-28,3754,POINT(-79.7 32.0)
2017-05-28,2766,POINT(-72.2 35.0)
2017-05-29,1654,POINT(-67.2 35.7)
2017-05-29,4381,POINT(-105.5 46.9)
2017-05-29,3154,POINT(-77.1 27.5)
2017-05-29,252,POINT(-112.4 31.7)
2017-05-29,4095,POINT(-92.3 37.9)
2017-05-29,180,POINT(-114.2 41.8)
2017-05-29,662,POINT(-104.2 40.1)
2017-05-29,3522,POINT(-69.1 47.6)
2017-05-29,1509,POINT(-116.2 44.1)
2017-05-29,2109,POINT(-87.1 38.4)
2017-05-30,2168,POINT(-89.4 30.2)
2017-05-30,1982,POINT(-117.8 35.8)
2017-05-30,3935,POINT(-105.4 41.6)
2017-05-30,2268,POINT(-91.2 45.1)
2017-05-30,4049,POINT(-113.8 48.0)
2017-05-30,2045,POINT(-77.0 39.5)
2017-05-30,3281,POINT(-66.7 37.6)
2017-05-30,867,POINT(-112.1 25.4)
2017-05-30,3833,POINT(-113.8 26.7)
2017-05-30,1059,POINT(-97.7 28.7)
2017-05-31,4000,POINT(-80.1 26.3)
2017-05-31,308,POINT(-108.1 34.6)
2017-05-31,933,POINT(-123.8 33.1)
2017-05-31,4242,POINT(-92.5 40.3)
2017-05-31,4316,POINT(-67.6 37.9)
2017-05-31,2809,POINT(-101.5 39.3)
2017-05-31,4885,POINT(-99.8 36.3)
2017-05-31,4072,POINT(-66.9 31.7)
2017-05-31,4055,POINT(-83.3 47.9)
2017-05-31,1812,POINT(-81.8 27.1)
2017-06-01,2723,POINT(-91.2 47.5)
2017-06-01,4516,POINT(-66.5 32.5)
2017-06-01,2863,POINT(-83.7 37.3)
2017-06-01,2667,POINT(-71.3 27.6)
2017-06-01,4532,POINT(-83.0 26.7)
2017-06-01,3356,POINT(-80.9 35.3)
2017-06-01,1481,POINT(-107.6 42.8)
2017-06-01,2959,POINT(-106.8 31.5)
2017-06-01,951,POINT(-78.0 38.5)
2017-06-01,1917,POINT(-107.2 31.7)
2017-06-02,4847,POINT(-91.2 34.3)
2017-06-02,1253,POINT(-110.0 46.8)
2017-06-02,4433,POINT(-76.0 45.5)
2017-06-02,1476,POINT(-118.4 37.4)
2017-06-02,3967,POINT(-75.2 30.7)
2017-06-02,1976,POINT(-88.8 29.6)
2017-06-02,385,POINT(-113.8 47.9)
2017-06-02,272,POINT(-92.5 29.9)
2017-06-02,4372,POINT(-108.1 44.4)
2017-06-02,3398,POINT(-105.6 33.9)
2017-06-03,3405,POINT(-103.9 48.7)
2017-06-03,1954,POINT(-121.2 33.8)
2017-06-03,1903,POINT(-65.8 33.4)
2017-06-03,3644,POINT(-123.1 40.3)
2017-06-03,1662,POINT(-85.3 48.1)
2017-06-03,4151,POINT(-102.7 48.4)
2017-06-03,3902,POINT(-86.2 42.0)
2017-06-03,609,POINT(-103.6 43.1)
2017-06-03,4825,POINT(-84.6 38.5)
2017-06-03,1922,POINT(-81.2 43.1)
2017-06-04,1302,POINT(-83.6 45.6)
2017-06-04,610,POINT(-118.2 36.7)
2017-06-04,390,POINT(-85.6 39.9)
2017-06-04,4223,POINT(-108.2 37.9)
2017-06-04,3647,POINT(-123.3 38.5)
2017-06-04,2173,POINT(-100.1 46.4)
2017-06-04,4365,POINT(-99.0 33.5)
2017-06-04,1108,POINT(-97.0 30.0)
2017-06-04,375,POINT(-82.7 36.0)
2017-06-04,2580,POINT(-106.5 30.0)
2017-06-05,3429,POINT(-106.1 37.0)
2017-06-05,2486,POINT(-121.4 46.7)
2017-06-05,800,POINT(-83.8 39.8)
2017-06-05,3579,POINT(-90.9 45.5)
2017-06-05,756,POINT(-104.0 29.0)
2017-06-05,322,POINT(-82.7 46.6)
2017-06-05,4643,POINT(-92.8 39.4)
2017-06-05,930,POINT(-96.8 25.8)
2017-06-05,1087,POINT(-94.3 40.2)
2017-06-05,2839,POINT(-86.8 47.8)
2017-06-06,2391,POINT(-85.4 26.9)
2017-06-06,3628,POINT(-107.7 39.0)
2017-06-06,807,POINT(-116.6 47.0)
2017-06-06,4453,POINT(-115.6 25.2)
2017-06-06,282,POINT(-86.6 40.1)
2017-06-06,3020,POINT(-72.6 36.4)
2017-06-06,4825,POINT(-100.4 33.3)
2017-06-06,1783,POINT(-114.8 40.1)
2017-06-06,2557,POINT(-79.6 26.3)
2017-06-06,3174,POINT(-75.1 43.1)
2017-06-07,4790,POINT(-72.2 25.1)
2017-06-07,4727,POINT(-88.6 32.4)
2017-06-07,956,POINT(-73.4 37.1)
2017-06-07,2675,POINT(-124.1 34.0)
2017-06-07,516,POINT(-118.6 32.4)
2017-06-07,253,POINT(-119.4 44.9)
2017-06-07,515,POINT(-82.2 47.4)
2017-06-07,4527,POINT(-120.8 46.0)
2017-06-07,3168,POINT(-95.2 37.5)
2017-06-07,3600,POINT(-96.6 46.2)
2017-06-08,1882,POINT(-106.4 47.1)
2017-06-08,3803,POINT(-72.8 34.8)
2017-06-08,1202,POINT(-114.8 31.8)
2017-06-08,4435,POINT(-103.9 27.4)
2017-06-08,4755,POINT(-78.5 36.5)
2017-06-08,1474,POINT(-123.2 47.7)
2017-06-08,400,POINT(-84.6 38.5)
2017-06-08,4486,POINT(-76.0 41.0)
2017-06-08,3387,POINT(-69.1 27.7)
2017-06-08,4847,POINT(-72.4 28.4)
2017-06-09,4925,POINT(-105.8 36.1)
2017-06-09,682,POINT(-89.8 47.8)
2017-06-09,2570,POINT(-120.4 33.7)
2017-06-09,1221,POINT(-109.5 46.1)
2017-06-09,939,POINT(-119.3 27.9)
2017-06-09,1549,POINT(-106.1 39.8)
2017-06-09,922,POINT(-72.5 39.4)
2017-06-09,653,POINT(-104.2 45.6)
2017-06-09,4532,POINT(-91.3 25.1)
2017-06-09,511,POINT(-99.0 29.6)
2017-06-10,739,POINT(-97.5 30.3)
2017-06-10,1293,POINT(-66.8 47.8)
2017-06-10,2128,POINT(-107.2 28.7)
2017-06-10,4562,POINT(-87.4 25.9)
2017-06-10,4396,POINT(-99.8 37.8)
2017-06-10,3846,POINT(-121.3 37.7)
2017-06-10,929,POINT(-95.6 45.3)
2017-06-10,4060,POINT(-76.2 47.8)
2017-06-10,2349,POINT(-119.1 37.9)
2017-06-10,765,POINT(-120.8 47.3)
2017-06-11,1879,POINT(-115.8 42.4)
2017-06-11,4482,POINT(-79.1 31.3)
2017-06-11,517,POINT(-81.6 47.3)
2017-06-11,1446,POINT(-91.1 41.0)
2017-06-11,2585,POINT(-96.9 34.9)
2017-06-11,3436,POINT(-71.7 41.3)
2017-06-11,568,POINT(-79.0 34.6)
2017-06-11,3112,POINT(-76.3 27.7)
2017-06-11,4526,POINT(-76.2 42.3)
2017-06-11,3632,POINT(-86.4 44.8)
2017-06-12,4409,POINT(-97.5 42.5)
2017-06-12,4067,POINT(-73.1 30.5)
2017-06-12,3725,POINT(-69.4 48.0)
2017-06-12,1311,POINT(-123.6 25.6)
2017-06-12,2165,POINT(-121.9 33.0)
2017-06-12,702,POINT(-67.5 31.2)
2017-06-12,4360,POINT(-108.4 26.2)
2017-06-12,1488,POINT(-72.6 34.7)
2017-06-12,266,POINT(-101.7 40.0)
2017-06-12,2440,POINT(-117.9 46.2)
2017-06-13,451,POINT(-120.2 48.8)
2017-06-13,1891,POINT(-115.6 44.4)
2017-06-13,2656,POINT(-110.0 36.2)
2017-06-13,3830,POINT(-95.7 42.4)
2017-06-13,4687,POINT(-82.9 45.2)
2017-06-13,1745,POINT(-65.8 36.2)
2017-06-13,3745,POINT(-98.5 43.8)
2017-06-13,2655,POINT(-93.9 36.6)
2017-06-13,28,POINT(-93.7 34.3)
2017-06-13,1134,POINT(-92.6 37.6)
2017-06-14,3995,POINT(-93.9 41.2)
2017-06-14,2664,POINT(-124.5 42.4)
2017-06-14,2090,POINT(-124.9 33.6)
2017-06-14,1557,POINT(-119.1 38.7)
2017-06-14,871,POINT(-118.9 46.8)
2017-06-14,164,POINT(-82.7 48.4)
2017-06-14,3504,POINT(-112.7 30.5)
2017-06-14,914,POINT(-71.3 29.6)
2017-06-14,1279,POINT(-69.3 41.2)
2017-06-14,414,POINT(-66.4 35.0)
2017-06-15,853,POINT(-68.7 25.6)
2017-06-15,1792,POINT(-108.7 33.3)
2017-06-15,1574,POINT(-94.4 44.4)
2017-06-15,1194,POINT(-114.5 44.1)
2017-06-15,756,POINT(-76.6 36.9)
2017-06-15,1735,POINT(-71.7 36.3)
2017-06-15,3198,POINT(-73.9 38.9)
2017-06-15,280,POINT(-99.0 30.3)
2017-06-15,4875,POINT(-79.5 37.6)
2017-06-15,3966,POINT(-119.1 25.3)
2017-06-16,181,POINT(-122.6 36.4)
2017-06-16,283,POINT(-79.8 33.1)
2017-06-16,2316,POINT(-99.5 41.2)
2017-06-16,1168,POINT(-65.3 40.3)
2017-06-16,1716,POINT(-119.2 34.1)
2017-06-16,1781,POINT(-73.7 25.2)
2017-06-16,431,POINT(-96.2 31.1)
2017-06-16,1219,POINT(-75.4 40.2)
2017-06-16,4685,POINT(-76.0 26.7)
2017-06-16,900,POINT(-70.0 27.6)
2017-06-17,4827,POINT(-107.1 40.5)
2017-06-17,3277,POINT(-68.0 43.1)
2017-06-17,4986,POINT(-115.9 32.7)
2017-06-17,1483,POINT(-120.1 36.8)
2017-06-17,3253,POINT(-99.1 47.7)
2017-06-17,4488,POINT(-75.3 47.7)
2017-06-17,2191,POINT(-96.6 32.4)
2017-06-17,1459,POINT(-75.2 44.4)
2017-06-17,3106,POINT(-81.2 39.3)
2017-06-17,3266,POINT(-112.4 48.4)
2017-06-18,3166,POINT(-68.1 36.5)
2017-06-18,1600,POINT(-121.4 43.6)
2017-06-18,4249,POINT(-71.1 43.4)
2017-06-18,3991,POINT(-106.7 36.9)
2017-06-18,1445,POINT(-95.0 44.1)
2017-06-18,233,POINT(-99.7 31.3)
2017-06-18,229,POINT(-114.7 27.9)
2017-06-18,4284,POINT(-103.5 35.2)
2017-06-18,1664,POINT(-113.4 47.6)
2017-06-18,4538,POINT(-112.8 37.0)
2017-06-19,274,POINT(-113.8 40.2)
2017-06-19,963,POINT(-95.7 40.0)
2017-06-19,4534,POINT(-77.1 28.2)
2017-06-19,3743,POINT(-90.9 34.4)
2017-06-19,2784,POINT(-71.4 42.0)
2017-06-19,3134,POINT(-86.8 48.3)
2017-06-19,489,POINT(-83.6 29.0)
2017-06-19,3524,POINT(-84.9 34.9)
2017-06-19,1363,POINT(-98.0 27.3)
2017-06-19,3332,POINT(-83.6 30.8)
2017-06-20,3888,POINT(-120.8 34.0)
2017-06-20,899,POINT(-73.4 38.0)
2017-06-20,3864,POINT(-78.3 30.5)
2017-06-20,934,POINT(-110.3 30.5)
2017-06-20,2180,POINT(-78.9 43.7)
2017-06-20,1912,POINT(-124.2 48.1)
2017-06-20,4883,POINT(-112.0 32.8)
2017-06-20,2405,POINT(-121.1 41.5)
2017-06-20,38,POINT(-78.2 31.2)
2017-06-20,44,POINT(-79.6 47.3)
2017-06-21,3599,POINT(-76.2 41.1)
2017-06-21,2680,POINT(-124.7 44.3)
2017-06-21,3375,POINT(-94.9 26.2)
2017-06-21,598,POINT(-82.7 39.4)
2017-06-21,3228,POINT(-115.7 37.7)
2017-06-21,3148,POINT(-86.0 32.0)
2017-06-21,913,POINT(-120.0 31.3)
2017-06-21,4096,POINT(-114.1 38.9)
2017-06-21,2179,POINT(-96.5 42.0)
2017-06-21,349,POINT(-85.8 25.8)
2017-06-22,4280,POINT(-116.2 38.6)
2017-06-22,1724,POINT(-113.9 29.1)
2017-06-22,4702,POINT(-112.7 28.4)
2017-06-22,4556,POINT(-110.7 40.0)
2017-06-22,566,POINT(-111.4 32.5)
2017-06-22,3097,POINT(-101.3 35.6)
2017-06-22,3276,POINT(-85.8 33.6)
2017-06-22,3577,POINT(-98.7 40.6)
2017-06-22,2066,POINT(-78.4 36.3)
2017-06-22,3909,POINT(-81.8 48.1)
2017-06-23,1026,POINT(-117.4 33.5)
2017-06-23,2072,POINT(-122.1 42.8)
2017-06-23,848,POINT(-72.3 31.2)
2017-06-23,1647,POINT(-120.2 37.2)
2017-06-23,4331,POINT(-116.1 38.3)
2017-06-23,3506,POINT(-123.7 32.9)
2017-06-23,1823,POINT(-87.3 36.3)
2017-06-23,3489,POINT(-90.1 31.7)
2017-06-23,1461,POINT(-65.8 25.1)
2017-06-23,2323,POINT(-71.8 30.2)
2017-06-24,1524,POINT(-100.3 41.8)
2017-06-24,1241,POINT(-102.7 43.5)
2017-06-24,1655,POINT(-107.2 31.7)
2017-06-24,3009,POINT(-115.9 34.8)
2017-06-24,3450,POINT(-116.7 25.9)
2017-06-24,4066,POINT(-117.1 30.7)
2017-06-24,315,POINT(-118.2 43.7)
2017-06-24,3546,POINT(-110.6 39.5)
2017-06-24,1733,POINT(-106.6 29.9)
2017-06-24,1699,POINT(-67.3 31.2)
2017-06-25,1527,POINT(-90.3 44.6)
2017-06-25,3927,POINT(-65.7 30.0)
2017-06-25,429,POINT(-102.7 33.0)
2017-06-25,2946,POINT(-97.5 40.9)
2017-06-25,3872,POINT(-105.5 38.5)
2017-06-25,4239,POINT(-114.0 36.1)
2017-06-25,1460,POINT(-116.4 46.6)
2017-06-25,3106,POINT(-68.3 30.3)
2017-06-25,3271,POINT(-65.8 42.8)
2017-06-25,1174,POINT(-122.3 28.8)
2017-06-26,1879,POINT(-116.0 39.8)
2017-06-26,1829,POINT(-99.6 45.9)
2017-06-26,2715,POINT(-113.8 36.0)
2017-06-26,3525,POINT(-103.2 42.4)
2017-06-26,1352,POINT(-117.3 44.7)
2017-06-26,2236,POINT(-97.6 28.3)
2017-06-26,1089,POINT(-108.7 41.9)
2017-06-26,4216,POINT(-103.9 47.1)
2017-06-26,4573,POINT(-119.3 38.8)
2017-06-26,2789,POINT(-99.3 29.5)
2017-06-27,2538,POINT(-66.0 28.0)
2017-06-27,823,POINT(-105.3 31.2)
2017-06-27,2041,POINT(-72.4 27.5)
2017-06-27,332,POINT(-74.4 37.3)
2017-06-27,2979,POINT(-67.9 26.7)
2017-06-27,913,POINT(-77.6 30.4)
2017-06-27,1551,POINT(-85.4 35.6)
2017-06-27,3513,POINT(-73.6 36.4)
2017-06-27,2663,POINT(-120.5 38.6)
2017-06-27,2486,POINT(-97.2 41.9)
2017-06-28,3350,POINT(-65.6 26.1)
2017-06-28,4253,POINT(-78.8 26.9)
2017-06-28,1151,POINT(-67.3 26.5)
2017-06-28,859,POINT(-78.2 35.2)
2017-06-28,376,POINT(-72.5 26.0)
2017-06-28,2907,POINT(-82.6 42.9)
2017-06-28,1099,POINT(-79.4 30.4)
2017-06-28,4051,POINT(-93.6 47.5)
2017-06-28,2048,POINT(-69.5 36.7)
2017-06-28,2870,POINT(-75.5 35.7)
2017-06-29,4280,POINT(-74.4 43.7)
2017-06-29,1864,POINT(-84.6 42.1)
2017-06-29,4693,POINT(-106.7 39.6)
2017-06-29,504,POINT(-122.9 47.4)
2017-06-29,3192,POINT(-68.9 35.1)
2017-06-29,1794,POINT(-89.8 44.4)
2017-06-29,3520,POINT(-107.1 34.1)
2017-06-29,3796,POINT(-116.1 45.1)
2017-06-29,4140,POINT(-75.2 31.2)
2017-06-29,1008,POINT(-74.8 31.9)
2017-06-30,4479,POINT(-76.1 41.3)
2017-06-30,1461,POINT(-86.3 30.1)
2017-06-30,1761,POINT(-103.0 30.5)
2017-06-30,2290,POINT(-106.8 32.3)
2017-06-30,4810,POINT(-124.5 41.3)
2017-06-30,4668,POINT(-75.0 46.3)
2017-06-30,2944,POINT(-119.8 41.2)
2017-06-30,3744,POINT(-87.2 44.9)
2017-06-30,3356,POINT(-94.8 38.0)
2017-06-30,1883,POINT(-93.4 26.7)
2017-07-01,4544,POINT(-69.4 27.4)
2017-07-01,3813,POINT(-123.1 38.3)
2017-07-01,1989,POINT(-78.6 32.9)
2017-07-01,708,POINT(-121.9 30.3)
2017-07-01,1322,POINT(-122.7 36.2)
2017-07-01,2972,POINT(-99.2 41.0)
2017-07-01,2948,POINT(-121.2 34.2)
2017-07-01,4797,POINT(-77.7 44.3)
2017-07-01,2310,POINT(-93.2 42.7)
2017-07-01,3207,POINT(-123.3 42.6)
2017-07-02,136,POINT(-122.6 48.6)
2017-07-02,1201,POINT(-88.2 32.1)
2017-07-02,2649,POINT(-76.6 40.5)
2017-07-02,4399,POINT(-98.7 45.5)
2017-07-02,3926,POINT(-91.7 38.9)
2017-07-02,1376,POINT(-77.0 43.9)
2017-07-02,1029,POINT(-88.4 34.9)
2017-07-02,4089,POINT(-111.5 39.2)
2017-07-02,4524,POINT(-88.2 26.3)
2017-07-02,4549,POINT(-87.3 48.7)
2017-07-03,694,POINT(-81.0 44.2)
2017-07-03,3639,POINT(-87.7 45.9)
2017-07-03,2897,POINT(-66.8 41.7)
2017-07-03,1472,POINT(-113.2 29.5)
2017-07-03,4096,POINT(-67.9 25.7)
2017-07-03,2271,POINT(-92.7 45.8)
2017-07-03,4190,POINT(-84.7 34.5)
2017-07-03,2851,POINT(-119.0 31.3)
2017-07-03,1777,POINT(-102.2 38.5)
2017-07-03,4190,POINT(-78.8 35.1)
2017-07-04,3570,POINT(-82.6 40.6)
2017-07-04,2122,POINT(-122.6 36.6)
2017-07-04,4768,POINT(-92.2 41.7)
2017-07-04,636,POINT(-119.7 45.5)
2017-07-04,4169,POINT(-65.2 29.7)
2017-07-04,3424,POINT(-71.2 32.9)
2017-07-04,1385,POINT(-123.7 35.5)
2017-07-04,1191,POINT(-73.5 48.1)
2017-07-04,500,POINT(-69.8 33.8)
2017-07-04,3739,POINT(-103.8 34.1)
2017-07-05,3544,POINT(-81.8 40.7)
2017-07-05,3306,POINT(-98.5 35.1)
2017-07-05,1950,POINT(-85.7 47.8)
2017-07-05,4418,POINT(-104.6 46.5)
2017-07-05,1892,POINT(-105.6 37.3)
2017-07-05,4918,POINT(-99.5 40.5)
2017-07-05,2997,POINT(-116.3 26.4)
2017-07-05,3169,POINT(-75.1 41.7)
2017-07-05,4785,POINT(-104.1 42.0)
2017-07-05,4540,POINT(-101.0 33.6)
2017-07-06,691,POINT(-71.4 30.3)
2017-07-06,1083,POINT(-95.2 47.0)
2017-07-06,2397,POINT(-92.3 35.2)
2017-07-06,2404,POINT(-67.6 40.7)
2017-07-06,2703,POINT(-71.8 25.8)
2017-07-06,1380,POINT(-114.8 34.9)
2017-07-06,4754,POINT(-96.6 44.6)
2017-07-06,4350,POINT(-66.7 34.3)
2017-07-06,2166,POINT(-102.7 39.5)
2017-07-06,2590,POINT(-102.7 30.0)
2017-07-07,4401,POINT(-113.3 35.0)
2017-07-07,2169,POINT(-118.1 47.3)
2017-07-07,3258,POINT(-80.6 38.6)
2017-07-07,3741,POINT(-78.8 46.6)
2017-07-07,3839,POINT(-66.9 46.6)
2017-07-07,1637,POINT(-78.6 47.7)
2017-07-07,3482,POINT(-110.4 46.5)
2017-07-07,37,POINT(-122.6 25.1)
2017-07-07,1995,POINT(-65.9 47.4)
2017-07-07,4163,POINT(-104.6 28.3)
2017-07-08,1531,POINT(-106.3 26.0)
2017-07-08,306,POINT(-70.6 26.3)
2017-07-08,2191,POINT(-89.9 33.4)
2017-07-08,3412,POINT(-112.1 39.9)
2017-07-08,2306,POINT(-71.7 34.7)
2017-07-08,2607,POINT(-65.4 25.6)
2017-07-08,911,POINT(-119.8 36.4)
2017-07-08,1108,POINT(-73.3 35.6)
2017-07-08,1687,POINT(-101.6 43.2)
2017-07-08,2891,POINT(-93.6 31.7)
2017-07-09,4876,POINT(-70.1 30.2)
2017-07-09,1388,POINT(-66.6 31.1)
2017-07-09,1258,POINT(-109.3 32.3)
2017-07-09,3745,POINT(-112.2 39.4)
2017-07-09,4251,POINT(-120.2 36.3)
2017-07-09,1274,POINT(-91.3 33.1)
2017-07-09,1917,POINT(-124.2 34.0)
2017-07-09,1068,POINT(-100.3 33.9)
2017-07-09,2759,POINT(-120.6 48.3)
2017-07-09,2058,POINT(-100.7 30.6)
2017-07-10,4258,POINT(-122.6 44.6)
2017-07-10,2486,POINT(-74.9 42.0)
2017-07-10,4026,POINT(-112.4 25.1)
2017-07-10,4613,POINT(-105.3 48.8)
2017-07-10,3207,POINT(-72.8 43.2)
2017-07-10,4596,POINT(-80.2 41.4)
2017-07-10,3563,POINT(-111.9 34.7)
2017-07-10,4450,POINT(-120.7 38.3)
2017-07-10,1771,POINT(-82.1 31.1)
2017-07-10,230,POINT(-101.6 25.9)
2017-07-11,4828,POINT(-79.0 45.1)
2017-07-11,4633,POINT(-98.3 46.5)
2017-07-11,2898,POINT(-104.2 28.9)
2017-07-11,1674,POINT(-97.9 43.9)
2017-07-11,3996,POINT(-80.1 42.8)
2017-07-11,4586,POINT(-70.9 29.3)
2017-07-11,2987,POINT(-122.0 35.1)
2017-07-11,1881,POINT(-93.6 35.1)
2017-07-11,1472,POINT(-123.0 43.2)
2017-07-11,354,POINT(-96.9 45.1)
