date,number_of_strikes,center_point_geom
2018-09-08,18,POINT(-115.8 22.2)
2018-08-21,3,POINT(-98.1 49.2)
2018-11-25,69,POINT(-108.2 21.8)
2018-10-06,34,POINT(-70.8 45.7)
2018-07-21,3,POINT(-92.9 43.0)
2018-03-24,3,POINT(-86.9 31.3)
2018-05-05,19,POINT(-106.1 20.6)
2018-06-24,9,POINT(-103.9 20.2)
2018-03-10,1,POINT(-103.2 26.1)
2018-02-16,16,POINT(-85.1 34.8)
2018-09-13,10,POINT(-96.3 33.7)
2018-08-03,3,POINT(-94.1 37.6)
2018-01-30,33,POINT(-90.4 43.2)
2018-10-08,50,POINT(-81.6 31.3)
2018-08-25,29,POINT(-115.5 24.8)
2018-09-05,35,POINT(-81.2 44.0)
2018-01-25,5,POINT(-91.8 30.0)
2018-03-15,7,POINT(-86.5 28.6)
2018-07-25,5,POINT(-103.6 42.9)
2018-11-10,29,POINT(-99.5 48.0)
2018-04-04,60,POINT(-108.4 47.4)
2018-05-07,26,POINT(-71.0 24.1)
2018-01-25,43,POINT(-95.1 35.1)
2018-11-30,21,POINT(-70.2 22.8)
2018-12-21,10,POINT(-95.5 48.8)
2018-04-26,12,POINT(-109.0 26.5)
2018-02-17,2,POINT(-94.6 25.9)
2018-08-14,1,POINT(-118.0 46.7)
2018-09-23,24,POINT(-74.8 49.0)
2018-04-09,12,POINT(-79.1 40.9)
2018-01-11,17,POINT(-83.7 23.6)
2018-03-26,17,POINT(-89.5 34.6)
2018-08-02,7,POINT(-91.0 44.5)
2018-06-22,13,POINT(-70.2 37.2)
2018-07-28,13,POINT(-106.1 24.0)
2018-03-05,10,POINT(-81.0 25.2)
2018-09-15,35,POINT(-90.9 45.9)
2018-11-28,12,POINT(-71.2 35.8)
2018-05-01,19,POINT(-78.6 41.2)
2018-10-25,46,POINT(-70.1 31.2)
2018-02-23,41,POINT(-90.6 36.0)
2018-11-27,45,POINT(-109.8 49.3)
2018-09-29,7,POINT(-94.8 29.9)
2018-08-29,1,POINT(-84.4 40.2)
2018-08-31,7,POINT(-81.3 25.2)
2018-01-18,7,POINT(-120.0 23.7)
2018-07-06,49,POINT(-94.7 43.5)
2018-12-12,21,POINT(-108.2 45.3)
2018-05-24,2,POINT(-76.3 40.0)
2018-09-19,3,POINT(-112.4 24.7)
2018-12-30,4,POINT(-86.7 27.2)
2018-08-27,20,POINT(-106.7 47.3)
2018-10-31,27,POINT(-102.2 28.7)
2018-10-25,40,POINT(-73.0 44.6)
2018-03-17,57,POINT(-108.0 28.6)
2018-07-07,5,POINT(-115.2 48.2)
2018-11-29,8,POINT(-116.5 47.4)
2018-09-03,6,POINT(-94.8 21.3)
2018-05-10,9,POINT(-87.9 43.1)
2018-11-11,50,POINT(-103.6 25.1)
2018-10-10,18,POINT(-85.5 26.5)
2018-03-20,27,POINT(-116.9 33.8)
2018-03-13,14,POINT(-77.1 37.3)
2018-09-20,1,POINT(-79.2 29.8)
2018-07-10,2,POINT(-70.7 37.3)
2018-03-04,16,POINT(-73.2 25.1)
2018-01-12,26,POINT(-102.2 20.7)
2018-05-21,5,POINT(-100.0 37.1)
2018-09-11,26,POINT(-82.7 35.5)
2018-02-12,34,POINT(-113.3 40.7)
2018-01-17,11,POINT(-104.3 39.5)
2018-03-04,28,POINT(-114.1 46.9)
2018-09-10,11,POINT(-97.3 33.8)
2018-10-19,23,POINT(-92.4 20.3)
2018-01-08,29,POINT(-109.4 38.9)
2018-11-21,97,POINT(-118.7 40.3)
2018-03-31,9,POINT(-84.0 35.6)
2018-07-27,11,POINT(-119.0 40.7)
2018-10-19,4,POINT(-71.3 29.7)
2018-10-11,5,POINT(-108.9 24.5)
2018-04-28,24,POINT(-86.8 39.9)
2018-12-15,50,POINT(-98.3 27.4)
2018-06-24,11,POINT(-117.0 33.7)
2018-03-17,4,POINT(-96.4 34.7)
2018-04-11,7,POINT(-94.2 34.3)
2018-05-31,13,POINT(-77.3 38.0)
2018-09-27,7,POINT(-83.4 20.9)
2018-03-12,6,POINT(-116.0 49.7)
2018-06-29,27,POINT(-109.5 41.5)
2018-05-04,1,POINT(-104.4 32.8)
2018-10-20,16,POINT(-114.2 25.7)
2018-10-12,32,POINT(-97.2 22.4)
2018-07-14,7,POINT(-70.8 40.2)
2018-08-16,19,POINT(-94.3 29.5)
2018-10-02,23,POINT(-82.9 26.9)
2018-04-16,22,POINT(-85.9 31.4)
2018-01-21,12,POINT(-77.5 37.8)
2018-03-05,9,POINT(-109.2 40.2)
2018-06-14,37,POINT(-82.3 39.4)
2018-01-27,29,POINT(-75.9 45.9)
2018-11-07,8,POINT(-111.4 26.6)
2018-10-12,3,POINT(-102.7 39.1)
2018-05-28,2,POINT(-71.5 23.0)
2018-10-08,2,POINT(-81.0 36.4)
2018-11-22,18,POINT(-105.9 37.5)
2018-11-15,2,POINT(-91.8 26.5)
2018-06-13,9,POINT(-99.8 31.8)
2018-08-12,28,POINT(-95.5 44.8)
2018-09-29,7,POINT(-102.2 24.5)
2018-05-26,29,POINT(-106.0 33.0)
2018-12-22,28,POINT(-86.3 48.0)
2018-01-30,6,POINT(-81.1 35.1)
2018-02-14,27,POINT(-76.3 41.8)
2018-10-02,28,POINT(-112.2 44.8)
2018-02-03,11,POINT(-78.9 26.1)
2018-05-21,5,POINT(-107.3 26.5)
2018-11-14,15,POINT(-98.6 42.8)
2018-08-09,51,POINT(-74.9 42.6)
2018-12-22,21,POINT(-97.3 21.8)
2018-01-22,4,POINT(-110.1 29.7)
2018-06-29,23,POINT(-112.0 32.0)
2018-11-25,12,POINT(-96.4 44.9)
2018-08-19,18,POINT(-81.9 32.7)
2018-02-07,27,POINT(-70.1 47.8)
2018-03-11,15,POINT(-80.6 49.9)
2018-04-26,34,POINT(-76.1 43.4)
2018-08-27,26,POINT(-82.6 40.0)
2018-12-01,20,POINT(-75.2 31.8)
2018-05-28,4,POINT(-116.2 22.0)
2018-01-09,37,POINT(-73.5 37.2)
2018-10-15,55,POINT(-100.2 30.9)
2018-02-19,3,POINT(-73.9 30.5)
2018-12-04,14,POINT(-116.2 40.6)
2018-01-05,6,POINT(-84.2 33.9)
2018-12-09,29,POINT(-83.2 42.6)
2018-05-06,26,POINT(-70.2 31.9)
2018-03-16,4,POINT(-81.6 24.5)
2018-06-14,42,POINT(-100.9 33.8)
2018-10-05,4,POINT(-92.1 48.5)
2018-11-20,32,POINT(-101.7 44.0)
2018-10-27,13,POINT(-110.2 26.2)
2018-10-17,8,POINT(-107.6 31.7)
2018-03-18,4,POINT(-108.9 47.8)
2018-10-25,4,POINT(-92.6 23.7)
2018-05-17,22,POINT(-74.7 27.6)
2018-04-16,16,POINT(-74.4 27.9)
2018-04-05,3,POINT(-117.3 37.1)
2018-05-15,3,POINT(-116.0 32.3)
2018-03-09,2,POINT(-107.7 22.4)
2018-05-27,28,POINT(-107.2 38.9)
2018-06-08,25,POINT(-115.3 23.0)
2018-06-12,2,POINT(-100.6 38.2)
2018-12-07,17,POINT(-90.6 35.2)
2018-07-08,2,POINT(-91.1 34.8)
2018-12-05,47,POINT(-92.8 22.0)
2018-04-05,48,POINT(-103.1 39.2)
2018-06-30,24,POINT(-84.7 32.9)
2018-10-15,53,POINT(-78.7 32.3)
2018-11-18,34,POINT(-102.7 37.9)
2018-07-06,36,POINT(-115.7 38.2)
2018-05-18,17,POINT(-105.2 20.5)
2018-05-10,8,POINT(-113.1 23.8)
2018-07-13,5,POINT(-96.6 27.1)
2018-11-12,8,POINT(-112.2 40.3)
2018-09-30,20,POINT(-96.9 37.3)
2018-12-18,4,POINT(-108.9 42.7)
2018-05-24,6,POINT(-83.1 42.2)
2018-01-16,13,POINT(-118.6 45.6)
2018-10-29,6,POINT(-92.3 31.3)
2018-09-02,18,POINT(-111.5 30.4)
2018-04-17,52,POINT(-120.0 44.9)
2018-03-29,28,POINT(-76.5 27.1)
2018-05-09,22,POINT(-86.4 33.8)
2018-12-07,18,POINT(-115.1 25.8)
2018-01-04,14,POINT(-86.8 47.4)
2018-11-23,5,POINT(-89.4 32.2)
2018-11-02,46,POINT(-96.3 26.4)
2018-04-05,6,POINT(-99.0 40.8)
2018-07-28,2,POINT(-75.6 27.3)
2018-08-13,28,POINT(-107.7 48.3)
2018-12-14,4,POINT(-100.1 31.0)
2018-11-17,10,POINT(-103.5 39.9)
2018-02-16,1,POINT(-81.4 30.4)
2018-06-30,3,POINT(-74.2 44.2)
2018-04-16,4,POINT(-77.5 46.9)
2018-07-18,2,POINT(-80.1 43.6)
2018-04-16,22,POINT(-70.7 45.5)
2018-10-07,37,POINT(-85.1 23.1)
2018-09-17,10,POINT(-82.4 47.7)
2018-04-18,42,POINT(-70.9 38.7)
2018-01-19,5,POINT(-119.7 46.1)
2018-10-23,8,POINT(-88.3 40.5)
2018-11-02,4,POINT(-83.1 26.1)
2018-06-20,20,POINT(-74.1 38.3)
2018-11-27,11,POINT(-75.8 22.7)
2018-07-14,20,POINT(-77.9 40.9)
2018-01-12,29,POINT(-72.7 32.3)
2018-07-14,16,POINT(-93.1 24.6)
2018-10-10,20,POINT(-119.7 49.4)
2018-07-01,55,POINT(-119.4 47.0)
2018-11-01,8,POINT(-92.8 46.8)
2018-05-24,9,POINT(-98.2 43.7)
2018-11-12,26,POINT(-97.4 40.8)
2018-07-01,19,POINT(-100.0 39.7)
2018-01-30,4,POINT(-74.1 23.2)
2018-03-25,10,POINT(-102.0 47.0)
2018-06-15,13,POINT(-77.2 46.4)
2018-10-11,11,POINT(-74.9 42.4)
2018-10-08,4,POINT(-95.0 47.8)
2018-04-06,52,POINT(-97.7 36.6)
2018-09-23,29,POINT(-81.9 33.4)
2018-10-25,14,POINT(-84.6 49.0)
2018-10-23,23,POINT(-103.6 33.9)
2018-08-13,46,POINT(-114.9 39.2)
2018-11-29,3,POINT(-106.8 31.2)
2018-12-27,6,POINT(-113.4 39.1)
2018-02-11,16,POINT(-105.3 41.6)
2018-10-30,33,POINT(-106.9 38.7)
2018-09-03,1,POINT(-88.1 35.4)
2018-07-27,83,POINT(-72.3 29.0)
2018-08-25,13,POINT(-85.7 39.3)
2018-01-22,9,POINT(-73.7 47.3)
2018-07-04,7,POINT(-80.8 20.2)
2018-08-30,4,POINT(-83.6 24.0)
2018-12-29,32,POINT(-99.3 23.6)
2018-10-10,63,POINT(-103.8 47.7)
2018-02-10,11,POINT(-77.7 39.9)
2018-12-02,61,POINT(-74.7 48.6)
2018-06-11,35,POINT(-97.4 37.5)
2018-06-09,14,POINT(-119.5 33.9)
2018-03-30,23,POINT(-80.4 43.8)
2018-11-18,12,POINT(-105.7 24.8)
2018-01-12,17,POINT(-119.5 31.4)
2018-03-14,2,POINT(-79.8 34.0)
2018-03-17,24,POINT(-94.1 29.0)
2018-12-12,2,POINT(-85.7 31.1)
2018-07-20,34,POINT(-74.3 22.3)
2018-01-10,35,POINT(-92.9 25.9)
2018-12-18,6,POINT(-94.8 30.1)
2018-08-14,8,POINT(-105.5 43.9)
2018-06-25,14,POINT(-104.7 25.5)
2018-10-03,19,POINT(-80.2 30.4)
2018-02-08,7,POINT(-97.5 21.9)
2018-03-01,18,POINT(-111.8 36.7)
2018-03-07,8,POINT(-115.3 38.3)
2018-11-17,2,POINT(-96.4 46.0)
2018-05-04,1,POINT(-96.8 44.6)
2018-06-13,3,POINT(-87.3 28.6)
2018-06-08,32,POINT(-96.4 24.1)
2018-02-26,66,POINT(-112.8 24.7)
2018-03-19,12,POINT(-94.6 49.1)
2018-07-13,15,POINT(-74.7 40.2)
2018-10-12,4,POINT(-112.0 21.3)
2018-01-15,17,POINT(-85.5 24.1)
2018-01-12,4,POINT(-90.3 34.6)
2018-04-11,19,POINT(-82.6 26.2)
2018-06-05,55,POINT(-112.5 44.1)
2018-12-06,5,POINT(-72.9 37.2)
2018-05-05,29,POINT(-89.0 38.4)
2018-12-25,1,POINT(-77.6 33.9)
2018-10-07,10,POINT(-107.7 27.7)
2018-04-20,3,POINT(-83.0 37.7)
2018-11-30,9,POINT(-80.9 41.5)
2018-12-23,4,POINT(-100.1 31.1)
2018-05-26,10,POINT(-100.8 35.1)
2018-08-04,11,POINT(-87.1 45.2)
2018-06-11,8,POINT(-115.3 24.5)
2018-05-08,22,POINT(-83.2 36.4)
2018-11-10,51,POINT(-117.9 30.5)
2018-11-28,11,POINT(-110.5 41.1)
2018-05-30,5,POINT(-86.8 20.6)
2018-02-05,7,POINT(-115.1 40.1)
2018-06-22,39,POINT(-71.4 23.1)
2018-01-22,17,POINT(-76.6 21.9)
2018-07-25,13,POINT(-88.7 41.7)
2018-05-07,4,POINT(-79.0 39.2)
2018-12-02,12,POINT(-75.6 46.8)
2018-12-22,7,POINT(-107.0 35.6)
2018-08-05,58,POINT(-77.5 35.9)
2018-04-06,44,POINT(-110.3 41.2)
2018-06-13,2,POINT(-99.3 29.7)
2018-05-28,15,POINT(-92.1 21.1)
2018-01-18,6,POINT(-84.3 26.9)
2018-10-21,11,POINT(-118.5 27.1)
2018-07-14,42,POINT(-105.5 30.1)
2018-05-31,15,POINT(-89.6 48.3)
2018-12-31,9,POINT(-102.1 44.1)
2018-05-03,5,POINT(-81.2 48.1)
2018-07-06,33,POINT(-87.4 50.0)
2018-05-29,20,POINT(-108.3 33.0)
2018-04-14,13,POINT(-112.7 26.8)
2018-08-31,5,POINT(-88.5 36.8)
2018-08-19,9,POINT(-97.5 46.4)
2018-07-25,65,POINT(-111.6 34.0)
2018-07-17,15,POINT(-103.7 35.2)
2018-12-03,11,POINT(-104.8 24.0)
2018-03-28,15,POINT(-114.6 32.6)
2018-05-22,31,POINT(-92.7 31.6)
2018-11-13,9,POINT(-81.8 30.6)
2018-07-18,4,POINT(-91.2 46.6)
2018-02-15,18,POINT(-78.7 21.8)
2018-10-15,22,POINT(-113.6 49.2)
2018-01-15,25,POINT(-98.2 20.2)
2018-02-13,43,POINT(-89.5 48.4)
2018-06-18,10,POINT(-86.2 36.4)
2018-11-06,2,POINT(-85.2 41.1)
2018-02-13,64,POINT(-83.6 25.6)
2018-04-08,12,POINT(-87.4 39.6)
2018-09-18,20,POINT(-115.3 46.5)
2018-04-19,22,POINT(-85.2 24.2)
2018-10-10,16,POINT(-83.8 23.8)
2018-12-09,5,POINT(-70.3 29.1)
2018-04-14,29,POINT(-85.3 24.9)
2018-09-13,33,POINT(-85.7 23.3)
2018-07-25,17,POINT(-94.3 40.3)
2018-12-01,14,POINT(-76.6 26.4)
2018-02-12,3,POINT(-70.2 40.0)
2018-12-19,2,POINT(-81.0 45.9)
2018-09-02,9,POINT(-89.4 39.6)
2018-10-14,8,POINT(-116.1 23.6)
2018-12-21,62,POINT(-83.7 37.2)
2018-09-30,31,POINT(-84.6 31.8)
2018-03-24,22,POINT(-81.2 30.3)
2018-04-20,15,POINT(-113.8 29.6)
2018-07-09,4,POINT(-87.3 47.9)
2018-10-15,77,POINT(-105.2 42.3)
2018-09-08,10,POINT(-82.0 24.0)
2018-07-31,3,POINT(-108.0 34.3)
2018-10-18,14,POINT(-85.8 29.5)
2018-05-13,42,POINT(-105.3 49.3)
2018-07-20,44,POINT(-119.6 49.3)
2018-10-12,1,POINT(-88.3 29.6)
2018-11-22,44,POINT(-114.3 30.6)
2018-04-05,7,POINT(-87.0 38.0)
2018-10-05,1,POINT(-73.7 34.4)
2018-11-21,38,POINT(-71.5 26.4)
2018-08-07,40,POINT(-108.2 39.8)
2018-03-30,19,POINT(-79.5 30.0)
2018-03-13,18,POINT(-102.3 39.6)
2018-09-04,34,POINT(-75.0 31.5)
2018-05-09,31,POINT(-80.6 41.0)
2018-07-31,45,POINT(-116.3 40.0)
2018-12-09,17,POINT(-99.6 35.3)
2018-04-06,69,POINT(-103.1 41.1)
2018-03-16,112,POINT(-80.7 33.8)
2018-02-23,3,POINT(-99.5 23.5)
2018-12-10,38,POINT(-85.8 25.5)
2018-02-23,14,POINT(-89.9 27.4)
2018-08-06,10,POINT(-71.2 21.9)
2018-01-16,19,POINT(-73.1 41.3)
2018-04-09,2,POINT(-98.6 31.0)
2018-01-20,15,POINT(-83.8 22.8)
2018-02-15,41,POINT(-78.5 44.6)
2018-07-12,5,POINT(-75.1 40.5)
2018-02-27,12,POINT(-116.6 33.6)
2018-04-21,57,POINT(-104.9 27.4)
2018-05-09,12,POINT(-104.0 24.6)
2018-12-03,9,POINT(-98.3 33.8)
2018-07-13,12,POINT(-111.5 46.6)
2018-12-06,15,POINT(-95.2 25.7)
2018-11-22,20,POINT(-86.8 37.1)
2018-01-08,33,POINT(-95.1 48.9)
2018-01-29,13,POINT(-86.7 39.1)
2018-04-22,35,POINT(-116.7 33.2)
2018-06-10,16,POINT(-76.2 41.5)
2018-05-11,9,POINT(-73.0 44.7)
2018-07-07,22,POINT(-89.1 37.7)
2018-06-12,26,POINT(-75.9 46.2)
2018-07-16,17,POINT(-113.4 35.4)
2018-12-30,2,POINT(-80.1 44.9)
2018-07-23,4,POINT(-114.0 48.6)
2018-07-31,7,POINT(-99.6 35.0)
2018-04-19,7,POINT(-103.8 38.2)
2018-10-03,23,POINT(-90.7 38.3)
2018-03-14,1,POINT(-104.9 43.4)
2018-06-16,29,POINT(-88.1 44.7)
2018-09-17,7,POINT(-101.6 20.8)
2018-08-31,8,POINT(-77.0 42.0)
2018-10-02,16,POINT(-88.3 43.5)
2018-04-12,5,POINT(-109.2 41.0)
2018-06-22,44,POINT(-103.2 41.4)
2018-06-20,2,POINT(-77.6 21.2)
2018-05-21,12,POINT(-100.7 33.3)
2018-07-07,38,POINT(-93.2 44.5)
2018-03-27,20,POINT(-87.6 48.0)
2018-02-21,7,POINT(-102.6 26.9)
2018-04-21,11,POINT(-105.3 37.4)
2018-12-31,25,POINT(-96.2 44.1)
2018-12-08,73,POINT(-109.3 42.6)
2018-02-12,45,POINT(-105.8 38.6)
2018-07-30,9,POINT(-116.9 20.6)
2018-07-19,127,POINT(-104.8 41.7)
2018-10-25,1,POINT(-104.0 43.2)
2018-12-12,1,POINT(-71.9 41.7)
2018-08-28,35,POINT(-90.5 43.0)
2018-04-25,5,POINT(-80.6 32.9)
2018-01-26,2,POINT(-117.7 49.8)
2018-10-26,6,POINT(-114.7 43.1)
2018-03-18,12,POINT(-79.3 37.4)
2018-05-17,27,POINT(-88.8 48.0)
2018-01-20,20,POINT(-110.5 47.2)
2018-07-30,6,POINT(-99.8 44.4)
2018-08-28,14,POINT(-93.1 36.9)
2018-02-08,53,POINT(-77.8 35.8)
2018-09-25,34,POINT(-117.0 29.9)
2018-07-26,8,POINT(-90.2 27.5)
2018-09-24,81,POINT(-84.1 35.4)
2018-06-03,25,POINT(-71.1 37.3)
2018-02-11,2,POINT(-79.6 27.3)
2018-01-11,1,POINT(-106.2 47.7)
2018-10-21,4,POINT(-84.5 36.7)
2018-04-08,27,POINT(-81.8 35.8)
2018-10-02,5,POINT(-83.5 33.1)
2018-08-18,15,POINT(-79.0 21.7)
2018-08-08,2,POINT(-74.8 46.5)
2018-03-06,51,POINT(-115.1 29.5)
2018-12-21,9,POINT(-114.8 39.3)
2018-08-20,48,POINT(-80.2 38.2)
2018-11-24,58,POINT(-107.4 37.5)
2018-02-21,1,POINT(-117.1 35.8)
2018-09-20,13,POINT(-99.9 25.4)
2018-09-24,1,POINT(-79.0 28.4)
2018-12-25,48,POINT(-113.7 35.7)
2018-11-13,15,POINT(-86.4 43.7)
2018-11-20,2,POINT(-119.8 33.0)
2018-06-03,3,POINT(-114.5 26.1)
2018-12-24,10,POINT(-102.5 22.6)
2018-05-20,57,POINT(-115.8 39.9)
2018-02-20,24,POINT(-77.7 32.7)
2018-04-27,41,POINT(-76.8 23.8)
2018-02-15,10,POINT(-82.2 40.2)
2018-11-05,1,POINT(-107.9 26.2)
2018-03-29,74,POINT(-93.8 35.3)
2018-07-27,1,POINT(-110.8 29.2)
2018-09-26,59,POINT(-105.9 48.0)
2018-03-30,10,POINT(-94.2 26.8)
2018-04-28,1,POINT(-83.2 32.6)
2018-02-23,24,POINT(-115.3 48.8)
2018-04-26,79,POINT(-105.2 29.6)
2018-04-28,68,POINT(-73.7 39.3)
2018-09-17,4,POINT(-98.5 29.5)
2018-03-16,4,POINT(-73.1 23.3)
2018-11-01,17,POINT(-70.4 38.8)
2018-01-07,21,POINT(-93.7 47.5)
2018-05-02,27,POINT(-105.6 33.6)
2018-01-11,4,POINT(-80.5 38.8)
2018-12-14,64,POINT(-112.0 38.3)
2018-08-03,21,POINT(-107.4 32.5)
2018-10-06,38,POINT(-80.8 38.4)
2018-01-28,16,POINT(-98.3 27.8)
2018-08-23,11,POINT(-109.9 31.3)
2018-11-09,76,POINT(-87.4 33.3)
2018-01-26,18,POINT(-83.4 45.9)
2018-02-23,41,POINT(-113.7 30.4)
2018-01-29,62,POINT(-106.2 39.1)
2018-12-19,23,POINT(-108.9 26.4)
2018-06-13,16,POINT(-101.0 27.6)
2018-09-27,1,POINT(-81.8 39.5)
2018-11-30,1,POINT(-84.3 42.9)
2018-02-04,5,POINT(-86.9 33.9)
2018-10-13,5,POINT(-119.7 30.1)
2018-12-14,6,POINT(-112.9 47.3)
2018-09-30,8,POINT(-108.8 24.1)
2018-07-27,9,POINT(-106.4 41.6)
2018-08-26,11,POINT(-112.7 40.7)
2018-04-03,3,POINT(-99.5 40.7)
2018-06-22,1,POINT(-116.2 48.1)
2018-03-20,23,POINT(-82.5 41.8)
2018-04-20,16,POINT(-80.6 29.0)
2018-08-05,12,POINT(-91.3 30.6)
2018-12-24,21,POINT(-115.5 31.7)
2018-04-16,36,POINT(-75.5 20.9)
2018-02-16,12,POINT(-71.7 47.4)
2018-06-30,21,POINT(-109.9 22.2)
2018-03-05,62,POINT(-84.8 41.0)
2018-09-03,37,POINT(-77.9 41.9)
2018-09-01,12,POINT(-93.0 45.3)
2018-11-16,21,POINT(-103.8 36.6)
2018-03-28,4,POINT(-96.1 41.8)
2018-08-05,17,POINT(-94.4 29.1)
2018-01-07,80,POINT(-100.0 42.4)
2018-10-05,15,POINT(-73.5 30.3)
2018-12-03,53,POINT(-82.8 47.1)
2018-07-29,11,POINT(-107.9 24.9)
2018-06-18,136,POINT(-90.7 29.5)
2018-11-26,18,POINT(-85.6 35.0)
2018-05-18,1,POINT(-113.0 43.3)
2018-11-02,18,POINT(-102.1 42.5)
2018-08-18,7,POINT(-74.7 26.3)
2018-11-04,1,POINT(-91.6 24.3)
2018-06-10,35,POINT(-109.2 29.1)
2018-01-01,7,POINT(-113.9 34.5)
2018-08-24,32,POINT(-94.1 36.2)
2018-07-07,7,POINT(-92.6 32.9)
2018-01-04,5,POINT(-103.3 39.9)
2018-05-12,73,POINT(-88.5 32.8)
2018-08-06,9,POINT(-116.6 48.4)
2018-09-17,19,POINT(-112.7 27.8)
2018-01-01,19,POINT(-92.7 38.8)
2018-03-12,17,POINT(-116.9 38.3)
2018-06-27,50,POINT(-76.0 28.4)
2018-07-08,23,POINT(-112.9 32.4)
2018-10-18,11,POINT(-86.3 31.0)
2018-01-08,40,POINT(-100.4 25.2)
2018-09-10,4,POINT(-100.0 34.3)
2018-10-19,16,POINT(-81.8 31.6)
2018-09-01,61,POINT(-95.0 25.3)
2018-05-03,20,POINT(-83.7 33.5)
2018-10-26,34,POINT(-94.7 32.7)
2018-10-10,22,POINT(-90.4 23.9)
2018-02-01,37,POINT(-82.0 23.9)
2018-11-30,58,POINT(-89.6 39.4)
2018-05-26,7,POINT(-89.2 41.2)
2018-06-05,4,POINT(-80.5 48.2)
2018-01-16,14,POINT(-72.5 22.6)
2018-12-21,25,POINT(-101.2 23.5)
2018-02-16,6,POINT(-91.1 21.6)
2018-09-08,1,POINT(-115.7 36.0)
2018-07-06,9,POINT(-102.1 38.7)
2018-01-31,70,POINT(-99.4 32.1)
2018-09-17,24,POINT(-78.2 43.9)
2018-01-17,11,POINT(-94.3 40.6)
2018-02-08,5,POINT(-83.4 49.6)
2018-10-31,9,POINT(-119.0 24.1)
2018-02-08,4,POINT(-96.8 21.7)
2018-05-12,3,POINT(-74.9 28.2)
2018-01-30,48,POINT(-108.8 20.6)
2018-06-07,122,POINT(-118.4 48.0)
2018-10-05,4,POINT(-98.3 29.1)
2018-07-22,2,POINT(-84.8 36.6)
2018-03-07,9,POINT(-97.3 29.5)
2018-04-18,13,POINT(-97.0 27.4)
2018-09-25,5,POINT(-86.5 24.6)
2018-08-10,8,POINT(-107.3 29.6)
2018-10-19,5,POINT(-82.4 38.5)
2018-01-18,30,POINT(-112.3 49.1)
2018-03-31,25,POINT(-100.2 36.7)
2018-06-30,21,POINT(-87.2 36.0)
2018-09-12,10,POINT(-78.6 21.1)
2018-09-10,48,POINT(-80.4 45.2)
2018-09-14,70,POINT(-83.9 21.3)
2018-12-12,4,POINT(-102.0 47.2)
2018-03-28,6,POINT(-113.9 36.2)
2018-03-31,15,POINT(-109.2 25.1)
2018-08-25,2,POINT(-76.8 33.6)
2018-03-11,12,POINT(-77.1 49.8)
2018-02-13,18,POINT(-72.4 29.2)
2018-07-19,15,POINT(-116.2 28.1)
2018-06-01,9,POINT(-93.2 23.5)
2018-03-27,16,POINT(-87.6 37.9)
2018-01-19,64,POINT(-84.5 22.7)
2018-04-11,5,POINT(-87.8 43.0)
2018-04-05,22,POINT(-81.5 47.6)
2018-09-11,1,POINT(-102.0 48.0)
2018-12-23,2,POINT(-111.0 23.2)
2018-01-30,17,POINT(-109.8 36.7)
2018-09-06,3,POINT(-119.4 22.9)
2018-02-02,1,POINT(-102.5 37.2)
2018-08-17,4,POINT(-115.4 44.4)
2018-01-12,17,POINT(-103.9 36.1)
2018-04-28,25,POINT(-88.6 46.2)
2018-12-16,5,POINT(-75.3 44.1)
2018-06-04,23,POINT(-78.0 28.3)
2018-09-03,5,POINT(-107.4 38.9)
2018-11-28,20,POINT(-113.3 20.2)
2018-09-04,11,POINT(-110.3 31.9)
2018-01-29,22,POINT(-71.5 27.1)
2018-06-10,107,POINT(-92.5 48.1)
2018-08-23,56,POINT(-110.9 32.2)
2018-07-09,1,POINT(-78.0 39.6)
2018-04-27,44,POINT(-100.2 42.0)
2018-09-28,2,POINT(-75.0 43.2)
2018-09-15,62,POINT(-107.0 42.1)
2018-06-29,7,POINT(-100.3 28.7)
2018-06-21,10,POINT(-94.8 40.6)
2018-10-01,2,POINT(-75.4 36.5)
2018-09-16,3,POINT(-76.6 37.9)
2018-05-15,26,POINT(-91.3 20.0)
2018-06-20,58,POINT(-108.9 27.7)
2018-07-29,19,POINT(-99.8 47.9)
2018-08-24,26,POINT(-71.2 28.7)
2018-07-05,29,POINT(-89.6 33.1)
2018-12-30,7,POINT(-80.9 25.6)
2018-04-05,1,POINT(-97.5 24.2)
2018-01-11,1,POINT(-93.4 26.3)
2018-03-09,9,POINT(-98.6 36.6)
2018-07-29,6,POINT(-84.9 47.6)
2018-07-15,2,POINT(-77.4 29.8)
2018-04-08,4,POINT(-94.6 29.7)
2018-04-03,3,POINT(-96.0 36.9)
2018-01-22,50,POINT(-103.0 30.7)
2018-06-21,4,POINT(-111.1 47.3)
2018-05-14,16,POINT(-73.0 31.3)
2018-01-25,18,POINT(-104.2 34.7)
2018-07-04,16,POINT(-80.0 36.0)
2018-03-26,3,POINT(-84.2 43.5)
2018-02-24,8,POINT(-80.5 36.9)
2018-09-08,2,POINT(-73.2 27.2)
2018-05-24,11,POINT(-88.8 23.7)
2018-12-17,5,POINT(-75.1 48.1)
2018-06-16,17,POINT(-111.6 44.0)
2018-08-12,24,POINT(-88.7 20.7)
2018-08-08,16,POINT(-81.4 44.6)
2018-06-28,12,POINT(-106.4 37.7)
2018-04-29,10,POINT(-83.0 35.6)
2018-09-22,37,POINT(-81.1 20.4)
2018-05-30,5,POINT(-78.4 43.4)
