date,number_of_strikes,center_point_geom
2017-09-08,12,POINT(-80.8 49.2)
2017-05-28,2,POINT(-86.8 21.0)
2017-09-18,71,POINT(-74.4 24.0)
2017-05-17,19,POINT(-103.1 22.5)
2016-02-01,20,POINT(-111.6 33.1)
2016-12-23,39,POINT(-92.6 37.6)
2016-03-02,48,POINT(-108.1 33.3)
2016-04-06,2,POINT(-108.4 26.3)
2017-01-12,2,POINT(-104.7 27.0)
2017-10-08,30,POINT(-86.2 44.2)
2017-05-10,24,POINT(-118.8 21.6)
2017-09-01,5,POINT(-77.5 49.7)
2017-03-27,8,POINT(-89.4 41.6)
2016-08-02,19,POINT(-104.8 47.6)
2016-03-24,32,POINT(-114.3 25.5)
2017-02-09,19,POINT(-80.5 36.8)
2017-10-30,32,POINT(-98.2 35.9)
2016-04-16,6,POINT(-98.2 38.6)
2017-05-03,9,POINT(-96.5 43.3)
2016-12-22,3,POINT(-99.3 41.4)
2016-05-10,84,POINT(-94.3 31.8)
2016-01-22,34,POINT(-88.5 46.1)
2017-08-18,26,POINT(-98.4 20.4)
2017-08-23,5,POINT(-71.4 27.6)
2016-08-13,24,POINT(-100.1 35.6)
2016-04-15,40,POINT(-109.3 45.8)
2017-01-28,34,POINT(-71.0 32.0)
2016-04-10,29,POINT(-105.2 43.3)
2016-05-27,10,POINT(-89.0 28.0)
2016-08-17,30,POINT(-78.6 49.1)
2016-03-27,14,POINT(-119.8 20.5)
2017-06-06,11,POINT(-105.9 25.3)
2017-10-09,67,POINT(-93.4 20.7)
2016-04-02,4,POINT(-97.2 20.5)
2016-06-01,41,POINT(-116.4 47.2)
2017-02-26,8,POINT(-97.6 28.3)
2016-12-19,15,POINT(-114.7 27.0)
2017-08-30,10,POINT(-107.5 28.0)
2017-07-27,14,POINT(-82.6 44.1)
2017-02-12,35,POINT(-111.1 29.4)
2016-03-27,5,POINT(-86.7 37.8)
2016-07-29,29,POINT(-71.4 45.8)
2017-01-17,12,POINT(-107.7 29.6)
2017-08-17,55,POINT(-107.0 24.4)
2017-06-07,16,POINT(-72.3 22.0)
2016-06-01,1,POINT(-86.7 36.9)
2016-01-05,49,POINT(-81.5 38.2)
2016-03-16,52,POINT(-80.4 46.1)
2017-02-14,4,POINT(-83.5 34.2)
2016-01-04,72,POINT(-71.2 46.0)
2017-01-06,12,POINT(-106.3 35.4)
2016-03-23,50,POINT(-94.1 37.7)
2017-03-06,10,POINT(-86.8 36.1)
2017-04-16,1,POINT(-84.6 29.0)
2016-12-27,32,POINT(-110.4 45.3)
2017-02-15,44,POINT(-76.2 46.5)
2016-02-04,4,POINT(-79.3 45.5)
2016-08-29,17,POINT(-106.8 23.2)
2017-10-17,36,POINT(-92.8 40.0)
2016-03-20,13,POINT(-105.3 33.3)
2016-03-15,32,POINT(-101.7 22.9)
2016-10-10,21,POINT(-93.3 21.9)
2017-12-27,26,POINT(-93.0 40.9)
2016-08-25,51,POINT(-93.4 31.9)
2016-12-02,11,POINT(-92.8 31.5)
2017-06-14,30,POINT(-88.2 26.4)
2017-08-08,25,POINT(-119.2 38.1)
2017-07-20,12,POINT(-113.0 24.5)
2016-03-23,10,POINT(-96.5 20.1)
2017-11-06,43,POINT(-84.6 20.4)
2016-11-13,5,POINT(-94.5 31.0)
2017-11-09,8,POINT(-88.6 41.6)
2017-09-19,74,POINT(-71.5 38.1)
2016-10-23,7,POINT(-83.5 27.5)
2017-11-30,42,POINT(-73.0 23.1)
2016-12-07,10,POINT(-119.0 30.9)
2017-02-27,17,POINT(-97.6 46.9)
2016-01-19,11,POINT(-102.3 30.4)
2016-01-04,6,POINT(-84.7 23.6)
2017-04-11,24,POINT(-73.5 46.7)
2016-07-08,68,POINT(-118.0 29.7)
2016-10-07,45,POINT(-117.1 43.2)
2016-03-03,85,POINT(-86.4 28.2)
2016-09-10,24,POINT(-102.7 46.1)
2017-09-18,1,POINT(-109.8 22.5)
2016-01-02,17,POINT(-72.3 27.6)
2016-03-07,20,POINT(-119.3 41.8)
2016-10-12,3,POINT(-106.3 31.8)
2016-05-11,36,POINT(-103.4 36.5)
2016-02-17,27,POINT(-80.9 28.3)
2017-07-08,12,POINT(-91.9 30.8)
2017-08-27,7,POINT(-103.6 38.2)
2017-10-14,6,POINT(-111.5 43.8)
2016-02-16,67,POINT(-109.1 46.8)
2016-08-18,33,POINT(-118.1 30.8)
2016-10-10,24,POINT(-78.2 38.9)
2017-07-02,60,POINT(-114.1 34.9)
2016-01-28,5,POINT(-78.8 39.7)
2017-02-14,39,POINT(-113.0 38.7)
2017-04-17,18,POINT(-74.7 38.6)
2017-10-31,55,POINT(-86.1 33.1)
2016-08-09,22,POINT(-102.4 28.8)
2017-01-10,28,POINT(-100.4 32.6)
2016-01-09,6,POINT(-105.8 45.1)
2017-02-16,9,POINT(-109.4 30.3)
2017-04-15,8,POINT(-74.4 45.8)
2016-03-10,24,POINT(-110.8 25.0)
2016-12-07,11,POINT(-111.2 36.6)
2016-03-06,40,POINT(-102.0 23.3)
2017-08-29,5,POINT(-70.8 33.3)
2017-11-23,32,POINT(-96.8 49.1)
2016-03-10,34,POINT(-102.2 38.8)
2016-09-17,20,POINT(-70.1 20.5)
2017-06-15,4,POINT(-83.0 44.7)
2017-01-30,8,POINT(-72.8 35.0)
2016-12-23,11,POINT(-107.6 40.1)
2016-12-23,13,POINT(-82.3 39.3)
2017-01-26,27,POINT(-75.5 25.7)
2017-01-10,9,POINT(-93.5 32.2)
2016-07-04,1,POINT(-98.8 26.4)
2016-10-31,41,POINT(-105.2 25.4)
2016-03-04,12,POINT(-91.6 36.7)
2016-06-26,7,POINT(-110.4 26.1)
2016-08-22,35,POINT(-98.4 26.0)
2016-02-09,43,POINT(-85.9 38.8)
2016-10-13,27,POINT(-87.4 32.1)
2016-09-15,9,POINT(-85.0 26.1)
2017-04-11,6,POINT(-90.7 31.5)
2016-08-27,25,POINT(-119.9 37.4)
2017-05-17,2,POINT(-118.7 38.0)
2017-08-06,10,POINT(-91.0 46.9)
2017-06-25,29,POINT(-71.7 47.9)
2016-12-16,18,POINT(-110.3 26.1)
2017-06-24,27,POINT(-84.1 34.7)
2016-11-07,18,POINT(-98.3 33.4)
2017-08-21,6,POINT(-113.0 43.0)
2016-04-17,14,POINT(-118.3 25.8)
2016-01-30,30,POINT(-84.3 26.8)
2016-11-04,6,POINT(-112.8 24.7)
2017-04-30,66,POINT(-105.1 42.0)
2016-02-15,5,POINT(-99.9 26.8)
2016-12-24,1,POINT(-84.7 32.6)
2016-05-16,31,POINT(-100.6 27.8)
2017-07-28,53,POINT(-100.7 49.5)
2017-03-06,6,POINT(-80.3 39.4)
2017-07-09,4,POINT(-119.7 28.6)
2016-09-07,6,POINT(-82.3 23.5)
2017-03-08,20,POINT(-93.9 33.2)
2016-07-25,18,POINT(-92.9 25.4)
2017-03-21,20,POINT(-102.7 25.0)
2016-02-28,1,POINT(-115.4 28.9)
2016-07-24,4,POINT(-115.5 49.0)
2016-11-26,6,POINT(-103.0 32.0)
2017-08-18,24,POINT(-84.0 26.3)
2017-06-08,19,POINT(-75.4 29.9)
2016-06-06,20,POINT(-79.4 34.3)
2016-04-13,17,POINT(-80.1 22.2)
2016-12-24,28,POINT(-119.7 29.1)
2016-12-30,57,POINT(-110.4 24.3)
2017-07-08,23,POINT(-72.7 22.7)
2016-06-27,28,POINT(-76.5 47.3)
2016-12-23,19,POINT(-113.7 28.5)
2016-09-20,32,POINT(-88.2 26.3)
2017-07-02,58,POINT(-98.3 41.0)
2016-12-18,19,POINT(-119.6 21.7)
2016-12-29,4,POINT(-80.0 49.2)
2016-09-06,30,POINT(-72.8 49.5)
2016-04-29,22,POINT(-74.0 42.9)
2016-07-10,55,POINT(-100.8 49.6)
2016-03-02,7,POINT(-80.6 27.7)
2016-07-28,71,POINT(-95.1 27.6)
2016-02-21,17,POINT(-71.0 46.1)
2017-12-22,67,POINT(-71.8 38.2)
2016-11-08,31,POINT(-81.3 41.7)
2016-10-05,41,POINT(-96.4 20.4)
2017-01-22,8,POINT(-74.9 33.9)
2016-07-20,5,POINT(-108.8 28.4)
2016-05-18,20,POINT(-109.3 24.6)
2016-01-19,10,POINT(-92.1 35.6)
2016-11-16,86,POINT(-79.0 28.3)
2016-04-04,14,POINT(-116.9 36.3)
2016-05-09,3,POINT(-80.8 22.3)
2016-04-14,14,POINT(-72.5 43.9)
2016-07-15,16,POINT(-92.7 48.5)
2016-09-16,1,POINT(-109.3 38.9)
2016-02-08,6,POINT(-88.4 24.3)
2017-05-15,1,POINT(-110.2 42.5)
2016-05-10,17,POINT(-100.5 46.4)
2016-06-02,7,POINT(-85.0 31.0)
2017-07-06,4,POINT(-100.9 35.4)
2016-11-16,37,POINT(-95.8 21.9)
2016-05-01,1,POINT(-92.7 36.4)
2016-05-23,24,POINT(-103.0 21.4)
2016-07-04,18,POINT(-116.2 30.6)
2017-06-30,30,POINT(-94.5 28.3)
2016-07-29,3,POINT(-95.6 25.5)
2017-02-03,42,POINT(-98.7 45.6)
2016-02-02,8,POINT(-110.8 38.1)
2016-06-07,1,POINT(-117.4 40.3)
2017-02-09,22,POINT(-78.7 34.8)
2016-12-29,40,POINT(-93.4 42.4)
2017-12-04,9,POINT(-71.0 31.1)
2016-06-11,15,POINT(-71.1 33.2)
2017-07-04,11,POINT(-91.0 22.5)
2016-05-10,1,POINT(-95.5 29.6)
2016-04-05,28,POINT(-110.7 23.2)
2017-10-14,57,POINT(-101.0 34.4)
2016-09-26,11,POINT(-80.7 48.2)
2017-11-11,4,POINT(-71.8 44.3)
2017-01-01,15,POINT(-90.0 33.1)
2016-12-30,48,POINT(-89.2 29.0)
2017-03-09,19,POINT(-72.9 29.9)
2017-09-02,5,POINT(-113.7 34.2)
2016-03-01,17,POINT(-89.4 27.3)
2016-11-18,8,POINT(-90.7 30.1)
2017-12-29,1,POINT(-109.7 34.8)
2017-08-11,49,POINT(-81.3 45.2)
2016-07-26,32,POINT(-114.0 22.9)
2016-12-13,52,POINT(-116.8 32.1)
2016-02-14,23,POINT(-95.7 25.7)
2016-12-12,12,POINT(-105.0 39.1)
2017-12-14,14,POINT(-98.2 37.1)
2017-12-22,5,POINT(-114.4 37.3)
2017-10-08,10,POINT(-97.4 36.0)
2017-01-03,4,POINT(-98.0 42.0)
2017-06-17,13,POINT(-71.7 24.6)
2016-12-23,21,POINT(-83.9 25.6)
2017-05-09,6,POINT(-74.0 41.3)
2016-02-29,58,POINT(-80.9 24.0)
2016-10-24,21,POINT(-80.6 41.8)
2016-02-28,5,POINT(-76.7 24.9)
2017-02-27,4,POINT(-107.2 49.7)
2016-08-18,4,POINT(-98.7 21.4)
2017-11-25,73,POINT(-76.2 43.3)
2017-03-23,6,POINT(-116.7 27.0)
2017-09-04,4,POINT(-117.2 29.7)
2017-09-17,4,POINT(-87.6 47.4)
2017-01-02,9,POINT(-74.5 29.2)
2017-07-07,20,POINT(-80.3 31.3)
2016-01-29,2,POINT(-80.0 25.5)
2016-10-03,4,POINT(-102.0 22.3)
2017-08-31,75,POINT(-90.4 23.2)
2017-12-03,20,POINT(-81.4 37.8)
2017-01-13,4,POINT(-80.3 21.4)
2016-02-07,16,POINT(-91.0 26.8)
2016-07-25,6,POINT(-80.0 31.8)
2017-12-06,73,POINT(-118.7 23.3)
2017-10-13,10,POINT(-72.9 42.4)
2016-10-15,4,POINT(-76.5 49.1)
2017-05-07,19,POINT(-117.4 46.8)
2016-08-12,3,POINT(-99.0 48.6)
2017-03-27,15,POINT(-74.0 36.3)
2016-01-28,39,POINT(-94.4 24.4)
2017-12-02,9,POINT(-115.4 40.0)
2016-11-29,13,POINT(-71.7 21.8)
2017-01-07,3,POINT(-102.1 34.3)
2017-07-14,21,POINT(-94.2 43.7)
2016-10-27,3,POINT(-88.4 45.6)
2016-07-22,8,POINT(-78.4 28.9)
2017-01-13,37,POINT(-76.3 26.7)
2016-04-24,4,POINT(-87.3 40.7)
2016-01-20,37,POINT(-72.6 24.2)
2017-08-19,20,POINT(-109.0 49.8)
2017-01-30,4,POINT(-74.8 30.0)
2016-02-21,4,POINT(-110.5 42.5)
2017-10-21,22,POINT(-75.3 41.8)
2016-07-04,27,POINT(-109.2 29.3)
2017-11-15,22,POINT(-84.0 31.6)
2016-12-18,26,POINT(-79.2 45.3)
2016-04-23,9,POINT(-100.5 26.8)
2017-05-28,1,POINT(-114.3 21.8)
2017-06-29,16,POINT(-101.9 24.4)
2016-10-08,19,POINT(-116.9 40.5)
2017-11-03,24,POINT(-87.0 27.1)
2016-06-18,6,POINT(-85.1 37.0)
2017-08-28,4,POINT(-106.6 31.8)
2016-11-16,36,POINT(-87.4 46.0)
2016-12-31,37,POINT(-117.1 34.6)
2017-06-03,88,POINT(-118.4 24.2)
2016-04-19,9,POINT(-99.6 45.0)
2017-06-27,2,POINT(-95.8 22.5)
2017-07-16,13,POINT(-119.1 44.8)
2017-11-10,14,POINT(-90.5 21.2)
2017-07-31,1,POINT(-78.4 20.1)
2017-06-26,18,POINT(-99.5 42.7)
2016-11-19,7,POINT(-82.6 36.8)
2016-01-12,3,POINT(-112.4 26.5)
2016-01-23,19,POINT(-93.5 49.0)
2016-06-09,7,POINT(-80.5 39.1)
2016-09-20,17,POINT(-85.9 27.2)
2017-12-02,1,POINT(-81.0 32.5)
2017-01-14,10,POINT(-83.9 47.4)
2016-03-20,41,POINT(-113.9 26.1)
2016-09-27,22,POINT(-114.9 47.8)
2017-02-28,41,POINT(-71.2 26.5)
2017-09-07,27,POINT(-95.9 20.7)
2017-03-11,26,POINT(-83.4 28.1)
2016-03-18,41,POINT(-85.9 21.6)
2017-06-07,1,POINT(-117.8 27.0)
2016-04-20,11,POINT(-95.2 28.2)
2017-03-27,65,POINT(-93.9 32.5)
2017-02-17,4,POINT(-79.6 28.5)
2016-09-16,22,POINT(-71.9 41.4)
2016-12-16,32,POINT(-105.5 49.1)
2017-12-08,55,POINT(-117.1 21.4)
2016-07-02,42,POINT(-96.2 35.4)
2017-10-19,23,POINT(-118.5 27.9)
2016-06-23,25,POINT(-100.7 33.9)
2017-12-12,9,POINT(-106.3 41.1)
2017-11-30,6,POINT(-107.9 46.3)
2017-09-09,64,POINT(-119.9 46.6)
2017-01-20,75,POINT(-107.5 24.9)
2017-08-07,12,POINT(-104.0 36.9)
2016-09-28,11,POINT(-74.4 28.5)
2017-12-26,13,POINT(-115.6 34.9)
2016-07-04,13,POINT(-81.7 47.6)
2017-10-13,37,POINT(-83.8 21.8)
2016-06-15,12,POINT(-103.7 37.8)
2016-05-22,43,POINT(-74.7 30.8)
2017-05-07,24,POINT(-87.2 46.0)
2016-03-12,68,POINT(-115.2 26.5)
2016-12-09,23,POINT(-109.8 30.0)
2017-05-13,11,POINT(-99.9 20.6)
2016-05-26,51,POINT(-71.6 32.9)
2017-09-04,6,POINT(-106.8 39.0)
2017-05-15,68,POINT(-98.6 25.9)
2016-12-03,1,POINT(-92.0 39.1)
2016-03-25,21,POINT(-102.2 42.3)
2016-05-22,1,POINT(-85.0 25.8)
2016-11-06,5,POINT(-87.0 42.7)
2017-01-03,13,POINT(-117.0 48.0)
2017-12-07,4,POINT(-98.6 26.7)
2017-11-26,90,POINT(-80.9 24.0)
2017-03-16,30,POINT(-88.0 30.0)
2016-03-07,39,POINT(-97.0 25.7)
2017-06-17,78,POINT(-83.5 43.3)
2016-12-06,23,POINT(-86.5 24.0)
2017-11-08,7,POINT(-78.1 20.7)
2016-04-11,29,POINT(-117.5 30.6)
2016-11-09,18,POINT(-93.2 43.5)
2016-04-19,7,POINT(-87.0 39.5)
2017-03-07,10,POINT(-86.2 35.9)
2016-12-07,19,POINT(-73.9 33.7)
2016-06-27,11,POINT(-99.4 39.5)
2017-11-09,6,POINT(-80.2 34.8)
2016-05-13,12,POINT(-80.7 43.2)
2016-01-30,6,POINT(-106.6 46.0)
2017-04-17,42,POINT(-106.6 25.2)
2017-01-19,24,POINT(-72.9 27.0)
2017-08-20,10,POINT(-103.8 35.4)
2016-01-09,59,POINT(-99.3 46.0)
2016-05-15,10,POINT(-89.8 47.6)
2016-10-16,18,POINT(-104.2 23.8)
2017-10-09,15,POINT(-86.9 29.1)
2017-10-13,3,POINT(-105.5 43.1)
2016-02-12,12,POINT(-93.6 48.0)
2016-04-14,2,POINT(-92.0 22.4)
2016-01-31,4,POINT(-80.0 34.1)
2017-11-12,31,POINT(-77.0 34.9)
2017-11-03,8,POINT(-85.9 20.3)
2016-08-06,2,POINT(-106.5 45.6)
2016-04-22,26,POINT(-96.8 23.2)
2017-11-25,33,POINT(-91.9 45.1)
2016-09-16,18,POINT(-105.1 20.6)
2016-01-12,50,POINT(-73.0 49.5)
2017-04-15,38,POINT(-114.6 35.7)
2016-12-05,17,POINT(-78.3 29.0)
2016-09-02,27,POINT(-98.7 38.2)
2016-09-06,8,POINT(-72.7 28.5)
2017-07-23,21,POINT(-93.4 23.2)
2017-05-23,76,POINT(-83.5 27.6)
2016-10-30,33,POINT(-83.3 45.2)
2017-05-27,10,POINT(-85.1 27.4)
2016-12-26,54,POINT(-117.5 32.3)
2017-12-15,35,POINT(-88.9 36.5)
2016-02-13,1,POINT(-75.3 46.1)
2016-11-14,28,POINT(-77.8 20.3)
2017-08-29,75,POINT(-74.3 46.5)
2017-05-03,8,POINT(-97.8 42.2)
2016-10-20,7,POINT(-97.3 31.6)
2017-05-23,21,POINT(-79.6 49.8)
2017-06-04,3,POINT(-104.8 21.8)
2016-11-21,23,POINT(-81.7 42.1)
2016-09-09,6,POINT(-94.8 41.6)
2016-11-03,13,POINT(-106.8 48.4)
2016-11-18,45,POINT(-87.8 44.7)
2017-08-30,32,POINT(-105.2 37.3)
2017-10-03,3,POINT(-86.4 27.0)
2016-02-05,29,POINT(-91.5 35.3)
2017-09-08,11,POINT(-83.9 23.1)
2017-12-11,104,POINT(-90.0 34.7)
2016-10-17,8,POINT(-82.1 25.8)
2017-06-25,13,POINT(-70.2 48.0)
2017-08-27,9,POINT(-96.6 32.2)
2017-05-03,18,POINT(-90.1 24.5)
2016-08-23,7,POINT(-114.9 20.7)
2017-01-19,49,POINT(-72.5 29.9)
2016-12-26,20,POINT(-90.2 21.7)
2017-12-07,58,POINT(-114.9 33.8)
2016-09-12,23,POINT(-100.0 21.4)
2016-12-24,5,POINT(-115.9 45.0)
2017-06-26,1,POINT(-95.1 34.0)
2016-01-25,11,POINT(-106.1 43.8)
2016-01-01,101,POINT(-103.0 30.9)
2016-12-23,42,POINT(-116.5 43.0)
2016-04-27,38,POINT(-81.9 32.2)
2017-04-23,17,POINT(-77.9 40.1)
2017-11-07,2,POINT(-113.0 41.4)
2017-04-03,1,POINT(-82.5 38.1)
2016-04-22,37,POINT(-113.6 21.7)
2016-07-13,4,POINT(-115.7 31.0)
2017-10-13,2,POINT(-114.3 43.3)
2016-01-20,25,POINT(-118.4 47.7)
2016-10-12,1,POINT(-101.2 39.8)
2017-04-02,28,POINT(-72.4 49.0)
2017-03-23,5,POINT(-75.0 28.2)
2017-08-13,8,POINT(-103.4 24.1)
2017-10-01,4,POINT(-80.3 29.8)
2016-03-25,31,POINT(-78.8 40.3)
2017-07-29,14,POINT(-112.4 31.7)
2016-09-30,4,POINT(-108.5 39.8)
2017-02-06,1,POINT(-85.5 41.1)
2016-09-09,87,POINT(-106.8 38.4)
2017-08-28,26,POINT(-73.1 43.4)
2017-10-23,23,POINT(-108.5 27.0)
2016-12-30,14,POINT(-80.0 23.3)
2017-10-30,12,POINT(-82.1 21.4)
2017-12-28,32,POINT(-94.8 49.3)
2016-09-16,36,POINT(-106.8 41.5)
2017-03-09,2,POINT(-118.3 27.2)
2017-09-03,40,POINT(-78.6 34.3)
2016-05-01,29,POINT(-101.1 21.9)
2017-10-05,14,POINT(-103.0 39.9)
2017-05-31,13,POINT(-117.8 49.0)
2017-11-09,37,POINT(-112.4 41.2)
2017-07-22,32,POINT(-101.6 38.7)
2017-06-26,3,POINT(-85.5 47.7)
2017-06-02,16,POINT(-109.6 35.4)
2016-01-12,70,POINT(-111.8 42.4)
2016-01-10,27,POINT(-106.9 48.0)
2016-06-05,73,POINT(-105.8 39.4)
2017-12-25,30,POINT(-99.5 35.8)
2016-05-20,15,POINT(-102.0 37.4)
2017-09-30,19,POINT(-116.3 43.1)
2017-12-10,25,POINT(-89.1 21.6)
2016-05-16,27,POINT(-113.5 29.8)
2017-11-21,28,POINT(-76.6 21.5)
2017-08-22,54,POINT(-77.0 43.6)
2017-02-03,8,POINT(-116.4 47.4)
2017-03-18,36,POINT(-99.3 32.0)
2017-03-17,17,POINT(-96.2 27.6)
2016-09-23,44,POINT(-70.2 21.2)
2017-11-06,20,POINT(-107.4 20.2)
2017-05-27,55,POINT(-88.2 36.4)
2016-10-03,12,POINT(-97.1 30.0)
2017-11-14,3,POINT(-81.6 48.9)
2016-12-21,21,POINT(-107.6 44.5)
2017-10-15,30,POINT(-86.0 33.5)
2016-04-02,24,POINT(-113.5 26.0)
2017-10-02,26,POINT(-119.2 31.5)
2016-05-15,1,POINT(-119.1 22.1)
2016-04-20,68,POINT(-95.4 38.7)
2016-02-13,7,POINT(-81.5 46.0)
2016-07-29,11,POINT(-91.1 33.1)
2016-12-08,11,POINT(-118.2 34.4)
2016-12-24,48,POINT(-92.4 48.1)
2016-12-26,28,POINT(-114.3 29.3)
2016-11-26,20,POINT(-71.7 23.1)
2017-02-14,3,POINT(-102.4 22.1)
2017-05-22,8,POINT(-94.8 43.0)
2016-08-19,14,POINT(-103.1 26.6)
2016-06-18,3,POINT(-96.6 50.0)
2017-02-07,17,POINT(-72.1 48.9)
2016-08-21,5,POINT(-107.0 45.6)
2017-06-03,35,POINT(-84.1 35.1)
2016-10-28,36,POINT(-82.2 35.2)
2016-04-09,19,POINT(-110.5 48.0)
2016-09-09,9,POINT(-83.5 28.9)
2016-11-03,1,POINT(-87.6 34.6)
2017-11-30,20,POINT(-105.4 32.1)
2017-01-21,31,POINT(-93.9 30.8)
2016-05-02,32,POINT(-90.5 46.8)
2016-05-11,14,POINT(-78.2 41.7)
2016-08-23,4,POINT(-113.8 48.3)
2016-08-08,2,POINT(-71.4 22.2)
2016-03-02,2,POINT(-81.5 44.8)
2017-11-20,6,POINT(-93.3 29.8)
2017-02-06,4,POINT(-81.2 37.7)
2016-06-19,4,POINT(-83.3 41.1)
2017-04-20,25,POINT(-97.0 24.2)
2017-08-16,4,POINT(-103.2 42.5)
2016-01-14,24,POINT(-70.6 30.2)
2016-09-26,9,POINT(-75.8 28.4)
2016-02-23,30,POINT(-72.5 34.1)
2017-02-16,4,POINT(-117.6 43.5)
2016-05-10,1,POINT(-79.2 32.3)
2017-09-01,2,POINT(-75.4 36.4)
2017-12-13,68,POINT(-96.2 27.2)
2017-05-31,16,POINT(-75.5 29.5)
2017-09-20,19,POINT(-115.0 48.2)
2016-10-27,69,POINT(-117.0 47.6)
2017-12-04,30,POINT(-105.4 46.6)
2017-03-02,3,POINT(-118.7 31.7)
2016-04-25,11,POINT(-85.8 20.9)
2016-08-23,35,POINT(-73.7 47.6)
2017-07-16,22,POINT(-105.2 32.0)
2016-01-13,5,POINT(-87.0 44.1)
2016-08-05,33,POINT(-96.6 35.5)
2016-11-24,17,POINT(-107.2 46.8)
2016-03-08,32,POINT(-74.1 23.5)
2017-01-25,20,POINT(-72.1 44.9)
2016-04-01,13,POINT(-113.3 46.0)
2016-04-13,27,POINT(-81.7 28.7)
2017-08-12,41,POINT(-110.6 38.8)
2017-03-01,13,POINT(-95.6 21.7)
2017-09-05,1,POINT(-102.0 29.4)
2016-10-30,18,POINT(-107.8 31.2)
2017-01-13,2,POINT(-86.2 22.8)
2016-12-13,8,POINT(-77.2 33.0)
2016-06-23,16,POINT(-80.9 39.4)
2017-01-26,9,POINT(-83.9 39.5)
2017-02-08,7,POINT(-116.7 34.1)
2016-03-28,1,POINT(-115.1 23.7)
2017-09-21,7,POINT(-96.8 22.4)
2017-10-14,10,POINT(-92.2 44.7)
2017-09-16,7,POINT(-83.8 36.8)
2016-09-05,20,POINT(-102.2 42.5)
2016-12-31,22,POINT(-118.9 21.0)
2016-03-29,31,POINT(-118.2 33.2)
2017-03-31,5,POINT(-77.3 47.1)
2017-02-18,20,POINT(-113.6 41.2)
2017-03-30,12,POINT(-73.2 43.0)
2017-07-16,8,POINT(-103.4 34.1)
2017-05-25,14,POINT(-90.8 42.4)
2016-06-23,14,POINT(-111.6 40.2)
2016-07-27,21,POINT(-97.3 24.0)
2017-09-20,17,POINT(-76.2 22.7)
2016-11-08,20,POINT(-70.8 25.3)
2017-01-05,79,POINT(-81.7 22.4)
2016-11-08,34,POINT(-81.8 37.3)
2017-05-18,7,POINT(-75.7 49.0)
2016-03-26,16,POINT(-107.8 43.2)
2017-10-08,6,POINT(-83.2 42.4)
2016-09-22,15,POINT(-92.1 44.9)
2016-08-07,25,POINT(-106.9 47.0)
2016-10-21,2,POINT(-117.2 29.1)
2017-11-28,3,POINT(-110.0 22.7)
2017-05-20,1,POINT(-87.5 42.5)
2016-06-11,10,POINT(-91.5 32.8)
2016-05-06,30,POINT(-116.5 48.4)
2016-04-26,12,POINT(-91.9 48.0)
2017-02-09,17,POINT(-100.5 49.2)
2017-10-10,18,POINT(-119.3 43.2)
2016-12-21,2,POINT(-74.5 38.4)
2016-08-09,4,POINT(-107.1 43.0)
2017-01-10,50,POINT(-92.3 28.3)
2016-11-09,13,POINT(-90.5 20.1)
2016-05-29,11,POINT(-95.1 33.8)
2016-08-23,28,POINT(-108.0 39.2)
2016-06-16,1,POINT(-99.6 45.2)
2017-05-09,37,POINT(-105.5 21.5)
2017-02-15,23,POINT(-98.3 21.4)
2016-03-09,4,POINT(-115.9 48.1)
2017-12-21,2,POINT(-111.7 26.0)
2017-07-17,1,POINT(-113.1 40.6)
2016-09-23,7,POINT(-90.2 24.4)
2016-05-29,8,POINT(-87.2 47.0)
2017-06-08,4,POINT(-74.3 42.4)
2017-01-16,7,POINT(-106.9 21.6)
2017-09-03,17,POINT(-100.3 28.2)
2017-01-08,3,POINT(-88.9 49.1)
2017-11-15,5,POINT(-71.4 45.4)
2017-05-20,17,POINT(-100.4 21.4)
2016-08-24,25,POINT(-105.5 29.2)
2017-08-09,54,POINT(-100.6 29.9)
2016-11-20,15,POINT(-104.5 34.4)
2016-09-06,3,POINT(-115.7 28.3)
2017-08-12,18,POINT(-102.7 44.9)
2017-03-26,108,POINT(-90.7 34.1)
2017-02-25,43,POINT(-110.9 20.4)
2016-08-03,31,POINT(-78.3 31.7)
2016-01-21,27,POINT(-83.2 37.8)
2016-10-31,29,POINT(-92.1 39.8)
2016-12-18,2,POINT(-83.1 22.9)
2017-08-26,15,POINT(-104.2 34.9)
2017-03-20,24,POINT(-110.0 32.9)
2017-09-03,2,POINT(-77.9 25.3)
2016-09-22,50,POINT(-79.1 25.4)
2016-06-16,3,POINT(-83.2 49.2)
2016-02-27,2,POINT(-107.2 32.4)
2017-08-23,3,POINT(-102.8 39.2)
2017-11-15,12,POINT(-101.0 26.2)
2017-10-18,16,POINT(-110.8 48.7)
2017-09-24,2,POINT(-82.0 48.4)
2016-11-19,31,POINT(-110.8 43.8)
2016-09-22,5,POINT(-108.9 33.1)
2016-03-02,17,POINT(-117.6 32.5)
2016-03-29,14,POINT(-86.8 46.7)
2017-02-19,48,POINT(-73.6 46.1)
2017-08-06,45,POINT(-95.8 47.7)
2017-11-12,6,POINT(-75.1 28.2)
2017-11-15,16,POINT(-77.9 39.9)
2016-03-16,85,POINT(-80.3 40.2)
2017-02-08,9,POINT(-111.6 30.8)
2016-12-30,2,POINT(-101.1 22.8)
2017-10-31,26,POINT(-86.8 23.1)
2017-12-25,14,POINT(-102.8 45.3)
